bot_hp,enemy_hp,distance,bot_x,enemy_x,bot_cooldown,enemy_last_action,time_left,action
37.0,46.0,1.26,7.0,8.26,1,move_left,88.6,idle
100.0,100.0,2.65,5.8,8.45,0,idle,96.1,move_right
88.0,91.0,0.58,3.68,4.26,2,kick,96.5,block
67.0,100.0,0.75,6.81,7.55,0,move_left,95.3,kick
22.0,64.0,0.1,6.8,6.9,0,kick,94.3,jump
55.0,67.0,1.89,4.08,5.96,2,punch,96.7,idle
100.0,100.0,3.68,1.87,5.55,0,move_right,98.8,move_right
52.0,22.0,0.47,4.56,5.03,5,move_right,92.4,idle
100.0,100.0,1.96,5.02,6.97,0,move_right,96.5,jump
100.0,82.0,1.07,7.02,8.1,1,idle,96.2,idle
85.0,94.0,1.83,5.97,7.8,1,idle,93.8,idle
100.0,82.0,1.5,5.71,7.2,0,kick,95.3,block
34.0,31.0,0.0,7.21,7.2,3,idle,89.0,move_left
67.0,64.0,1.03,4.2,5.23,3,move_left,95.4,idle
61.0,49.0,1.39,4.92,6.31,6,jump,95.2,idle
100.0,100.0,3.7,4.19,7.89,0,block,96.6,move_right
100.0,100.0,1.59,6.38,7.97,0,jump,96.1,block
34.0,43.0,0.09,6.7,6.79,1,block,90.1,idle
58.0,70.0,2.0,6.01,8.01,1,jump,91.9,idle
88.0,88.0,0.15,4.17,4.32,0,punch,97.1,block
100.0,100.0,3.41,4.79,8.2,1,move_left,97.8,idle
16.0,61.0,0.14,8.78,8.63,0,punch,90.4,block
58.0,82.0,0.18,3.94,4.12,0,kick,96.9,block
94.0,67.0,1.58,8.42,10.0,0,idle,93.6,jump
100.0,100.0,1.42,6.72,8.15,3,jump,96.4,idle
4.0,22.0,1.12,5.42,4.3,3,kick,93.9,block
100.0,88.0,2.14,3.53,5.67,2,move_right,98.4,idle
31.0,52.0,0.37,7.03,6.66,0,jump,90.3,block
25.0,67.0,0.61,8.51,7.9,0,punch,92.1,special
22.0,55.0,0.01,4.77,4.76,0,jump,93.4,move_left
49.0,49.0,1.89,4.98,6.86,0,move_right,93.7,jump
13.0,25.0,1.5,6.34,7.84,0,kick,90.7,block
79.0,55.0,0.29,5.55,5.26,3,punch,92.8,block
100.0,100.0,4.32,1.72,6.04,0,idle,99.0,move_right
100.0,100.0,5.98,2.19,8.17,0,kick,98.8,move_right
100.0,100.0,1.64,8.06,9.7,0,special,96.2,move_right
94.0,88.0,1.02,6.6,7.62,1,punch,97.1,block
16.0,40.0,1.34,8.66,10.0,1,kick,88.6,idle
25.0,52.0,0.23,7.03,7.26,0,kick,89.7,jump
100.0,91.0,1.85,5.41,7.26,1,move_right,97.3,idle
58.0,61.0,0.97,8.23,9.21,3,kick,95.0,block
4.0,7.0,1.35,3.57,4.92,0,punch,91.7,jump
67.0,76.0,1.7,5.41,7.11,1,idle,93.3,idle
22.0,49.0,1.57,8.13,9.7,1,punch,92.5,idle
94.0,73.0,2.17,4.21,6.38,1,kick,96.4,idle
22.0,64.0,1.0,7.84,8.83,0,move_right,90.1,move_right
1.0,4.0,0.47,4.56,5.03,0,idle,90.2,special
52.0,88.0,1.18,7.78,6.6,0,block,92.4,kick
1.0,19.0,1.02,6.9,7.92,1,jump,90.5,idle
94.0,88.0,1.6,6.04,7.63,0,move_right,95.1,punch
46.0,73.0,1.26,6.66,7.92,3,punch,91.8,idle
19.0,34.0,0.57,8.17,7.6,2,move_right,89.1,idle
22.0,52.0,0.73,4.2,4.93,1,idle,93.1,idle
94.0,49.0,0.38,8.42,8.8,2,move_left,93.0,idle
52.0,70.0,0.87,7.18,8.05,2,move_left,93.0,idle
43.0,73.0,0.92,4.67,5.59,2,kick,93.0,block
100.0,100.0,3.65,4.85,8.5,0,kick,98.2,move_right
55.0,73.0,0.89,4.29,5.18,1,kick,95.2,block
34.0,49.0,0.38,4.2,4.58,3,special,93.3,block
82.0,94.0,1.59,4.08,5.66,0,special,98.2,block
25.0,49.0,0.31,8.51,8.2,6,move_right,92.0,idle
76.0,94.0,0.83,5.49,6.32,3,idle,95.4,punch
55.0,37.0,1.23,6.9,8.12,2,idle,92.5,idle
100.0,100.0,3.57,4.48,8.05,0,idle,99.0,move_right
10.0,64.0,0.77,6.34,7.11,0,move_right,90.7,move_right
100.0,100.0,3.91,4.57,8.48,0,kick,97.9,move_right
58.0,70.0,1.32,7.3,8.62,5,idle,93.4,idle
73.0,88.0,0.9,6.92,7.82,0,move_left,95.3,punch
79.0,85.0,2.0,7.4,9.4,0,idle,94.5,move_right
100.0,100.0,3.71,2.66,6.38,3,jump,97.9,idle
85.0,82.0,1.35,8.18,9.53,0,idle,94.6,kick
31.0,64.0,0.1,6.8,6.9,0,special,94.4,jump
100.0,100.0,1.13,7.03,8.16,0,jump,96.8,punch
58.0,31.0,0.92,5.99,6.9,4,move_right,90.0,idle
100.0,100.0,1.81,6.54,8.35,0,kick,98.0,jump
100.0,100.0,2.87,3.51,6.38,0,kick,98.3,idle
40.0,28.0,0.84,5.81,4.96,2,idle,91.1,idle
46.0,43.0,1.58,6.59,8.17,2,move_right,92.3,idle
100.0,100.0,1.74,5.4,7.14,0,move_left,98.1,jump
76.0,91.0,1.39,5.52,6.91,2,punch,97.6,jump
100.0,100.0,1.58,5.11,6.69,0,kick,97.9,kick
37.0,25.0,1.89,6.48,8.36,1,move_right,90.2,kick
1.0,37.0,0.57,4.65,4.08,1,move_right,90.8,idle
67.0,88.0,0.89,4.77,5.66,1,punch,97.3,block
43.0,79.0,1.84,3.25,5.08,0,move_right,95.2,move_right
100.0,100.0,1.92,7.25,9.17,0,move_left,98.0,move_right
31.0,40.0,1.34,8.66,10.0,3,kick,88.8,idle
22.0,70.0,0.01,7.74,7.75,0,move_left,92.8,move_right
88.0,82.0,1.5,6.8,8.3,4,kick,96.1,idle
7.0,82.0,0.12,7.67,7.79,0,jump,94.0,move_right
64.0,76.0,1.34,8.66,10.0,1,move_right,90.7,idle
70.0,73.0,0.66,5.62,6.28,3,move_right,94.2,idle
22.0,25.0,1.5,6.34,7.84,1,jump,90.8,idle
100.0,100.0,1.36,6.42,7.78,0,idle,96.6,punch
37.0,64.0,1.4,4.62,6.02,1,punch,95.0,idle
67.0,73.0,1.5,6.61,8.1,2,kick,92.4,idle
100.0,100.0,2.54,5.86,8.4,0,idle,98.2,jump
100.0,100.0,1.45,5.53,6.98,2,jump,96.5,idle
55.0,70.0,0.92,7.73,8.65,0,move_right,94.2,kick
61.0,58.0,0.49,7.71,8.2,1,block,92.9,idle
16.0,73.0,0.13,9.06,9.19,0,idle,93.9,move_right
31.0,61.0,1.06,8.34,9.4,2,special,91.1,block
58.0,70.0,1.13,5.49,6.62,0,move_right,94.0,punch
79.0,70.0,1.29,6.81,8.1,2,idle,96.2,idle
49.0,46.0,0.53,5.2,5.74,2,jump,94.3,idle
100.0,100.0,3.38,4.77,8.14,0,block,97.1,move_right
85.0,100.0,1.15,5.53,6.68,3,idle,96.1,idle
67.0,88.0,0.97,4.02,4.99,0,block,94.8,block
76.0,67.0,0.46,8.34,8.8,1,move_left,93.5,idle
34.0,40.0,0.96,5.91,6.87,0,idle,93.0,jump
25.0,61.0,1.1,7.91,9.01,0,move_right,92.9,move_right
100.0,100.0,3.08,2.4,5.48,0,move_left,98.3,move_right
49.0,58.0,1.26,6.82,8.08,3,idle,93.1,idle
100.0,100.0,6.72,1.7,8.42,0,idle,99.0,move_right
100.0,100.0,1.93,6.96,8.89,0,punch,97.8,move_right
37.0,73.0,0.88,5.81,6.7,3,move_right,94.4,idle
73.0,100.0,1.4,5.11,6.51,0,punch,94.7,block
28.0,34.0,0.47,4.94,5.4,1,move_left,93.1,idle
49.0,67.0,1.33,6.5,7.83,0,idle,95.3,punch
52.0,55.0,0.24,7.01,7.24,1,special,94.5,block
100.0,100.0,4.7,3.2,7.9,0,move_left,98.2,jump
100.0,94.0,1.9,5.44,7.33,3,idle,96.7,idle
82.0,88.0,1.19,4.77,5.96,1,punch,97.7,block
37.0,43.0,0.46,8.51,8.97,1,move_left,87.1,idle
31.0,16.0,0.2,6.91,7.11,1,move_right,92.3,idle
28.0,64.0,0.87,6.17,7.04,0,idle,91.1,move_right
100.0,100.0,4.27,3.35,7.62,0,block,98.8,jump
76.0,91.0,1.56,4.9,6.46,1,jump,94.5,idle
13.0,25.0,1.32,7.3,8.62,0,punch,88.5,block
100.0,100.0,2.73,4.25,6.98,0,kick,98.3,move_right
79.0,79.0,0.54,7.01,7.54,3,move_left,95.0,idle
100.0,100.0,1.65,6.51,8.15,0,punch,96.8,move_right
100.0,100.0,1.88,6.07,7.95,5,punch,96.2,idle
16.0,55.0,0.16,6.91,6.74,5,punch,89.6,block
73.0,67.0,1.06,3.86,4.92,3,idle,97.1,idle
91.0,100.0,0.83,5.49,6.32,2,kick,96.5,block
67.0,82.0,0.59,4.77,5.36,4,special,96.5,block
100.0,91.0,1.58,5.11,6.69,3,punch,97.4,idle
37.0,43.0,0.95,8.45,9.4,1,punch,93.6,block
37.0,85.0,1.52,7.74,9.26,0,punch,90.1,punch
94.0,85.0,1.72,6.24,7.96,1,punch,95.4,jump
88.0,91.0,0.89,7.76,8.65,0,move_right,95.2,kick
73.0,73.0,1.51,8.19,9.7,3,special,93.7,idle
70.0,61.0,0.5,6.75,7.25,5,move_left,94.4,idle
37.0,40.0,1.65,7.81,9.46,3,move_right,92.0,idle
100.0,100.0,1.55,4.53,6.08,2,jump,98.1,idle
22.0,22.0,0.45,3.87,4.32,0,idle,93.0,punch
37.0,67.0,1.46,8.54,10.0,1,move_right,91.0,idle
22.0,94.0,0.16,5.05,5.21,0,punch,94.3,block
1.0,64.0,0.09,7.88,7.97,0,idle,91.9,move_right
49.0,82.0,0.93,8.47,9.4,0,punch,91.4,block
100.0,100.0,1.94,8.06,10.0,0,move_right,95.2,jump
79.0,58.0,0.91,7.52,8.43,1,jump,94.7,idle
61.0,73.0,1.26,5.91,7.17,1,block,95.6,idle
100.0,94.0,1.34,5.23,6.57,0,punch,97.5,block
52.0,70.0,0.14,7.13,7.0,5,punch,91.5,block
37.0,19.0,0.52,7.44,7.96,0,move_left,89.4,kick
100.0,100.0,4.65,4.28,8.93,0,move_right,98.1,move_right
100.0,76.0,2.2,6.32,8.52,0,punch,95.2,block
67.0,43.0,0.43,5.77,6.19,1,block,93.9,idle
4.0,25.0,0.66,5.91,6.57,4,jump,90.5,idle
100.0,100.0,3.12,4.28,7.4,0,punch,98.8,move_right
58.0,16.0,1.51,7.52,9.03,0,move_right,92.2,move_right
85.0,85.0,0.81,4.55,5.35,3,move_left,95.3,idle
100.0,100.0,4.98,3.14,8.12,6,special,98.1,idle
1.0,58.0,0.16,7.29,7.12,0,punch,91.6,block
100.0,76.0,0.67,8.13,8.8,1,punch,95.2,block
100.0,100.0,3.74,6.26,10.0,0,kick,94.9,move_right
4.0,64.0,0.43,8.44,8.01,0,punch,89.6,jump
94.0,100.0,1.41,4.25,5.65,0,punch,96.8,move_right
76.0,94.0,1.53,7.27,8.8,3,jump,94.6,idle
100.0,100.0,5.17,4.58,9.75,0,special,98.2,jump
55.0,28.0,1.33,8.03,9.36,0,idle,91.3,punch
100.0,100.0,2.4,5.6,8.0,0,punch,97.5,move_right
16.0,61.0,0.14,8.78,8.63,0,punch,91.0,block
100.0,100.0,5.26,2.63,7.9,1,special,98.0,idle
52.0,61.0,1.32,7.6,8.92,1,move_right,93.0,idle
100.0,100.0,3.9,4.0,7.9,0,kick,97.9,punch
85.0,88.0,0.63,6.27,6.9,0,punch,93.0,jump
100.0,100.0,2.54,7.16,9.7,0,jump,97.3,move_right
16.0,37.0,1.14,6.71,7.86,1,block,87.8,idle
37.0,61.0,0.9,4.34,5.24,3,move_left,92.2,idle
76.0,82.0,1.39,7.66,9.04,0,punch,95.6,block
94.0,85.0,1.81,7.14,8.95,3,idle,96.6,idle
67.0,61.0,0.43,6.07,6.49,3,block,94.5,special
76.0,91.0,1.59,8.27,9.87,2,punch,96.3,idle
28.0,31.0,0.72,5.21,5.94,3,move_left,90.7,idle
100.0,100.0,2.48,7.11,9.59,0,punch,97.3,jump
100.0,100.0,3.45,5.24,8.69,3,move_right,97.8,idle
61.0,58.0,0.94,8.54,7.6,1,move_right,93.0,idle
100.0,100.0,1.45,6.01,7.46,0,kick,97.9,block
19.0,64.0,0.55,5.71,6.26,0,move_right,93.0,punch
34.0,64.0,0.86,6.67,7.54,1,move_left,92.6,idle
64.0,67.0,1.06,7.88,8.93,0,punch,94.0,block
100.0,94.0,1.27,7.53,8.8,3,jump,96.6,punch
16.0,76.0,0.48,9.28,8.8,0,move_left,90.7,idle
10.0,43.0,1.21,8.49,9.7,0,jump,88.4,kick
100.0,100.0,3.52,3.62,7.14,0,idle,97.7,move_right
100.0,100.0,1.36,7.61,8.97,0,kick,94.4,block
100.0,100.0,1.78,6.49,8.27,0,idle,97.7,move_right
79.0,79.0,1.26,5.91,7.17,3,move_left,96.2,idle
100.0,100.0,2.18,3.07,5.25,0,jump,98.4,move_right
100.0,100.0,3.98,5.56,9.54,0,idle,98.7,jump
16.0,64.0,0.02,8.33,8.35,0,jump,91.7,move_right
25.0,37.0,0.49,6.44,6.94,1,punch,91.6,jump
100.0,100.0,2.46,3.7,6.16,1,block,98.3,idle
100.0,100.0,5.07,2.04,7.11,0,idle,98.9,jump
73.0,76.0,0.56,4.56,5.12,0,kick,95.3,block
76.0,94.0,1.16,6.07,7.24,1,idle,96.4,idle
100.0,91.0,1.85,7.55,9.4,3,move_right,97.0,idle
31.0,79.0,0.18,5.69,5.52,1,block,93.1,idle
73.0,85.0,1.22,8.18,9.4,2,move_right,94.5,idle
100.0,100.0,4.32,3.44,7.76,0,kick,98.8,move_right
13.0,58.0,0.34,9.17,8.83,0,move_left,89.8,move_left
100.0,100.0,6.09,0.21,6.3,0,jump,98.7,move_right
37.0,25.0,1.59,6.18,7.76,4,idle,89.2,idle
19.0,67.0,0.46,8.2,8.66,0,jump,93.3,move_right
64.0,58.0,0.65,6.01,6.66,2,punch,95.1,block
100.0,100.0,2.68,5.29,7.97,0,punch,98.3,jump
40.0,91.0,1.09,5.82,6.91,0,kick,95.6,jump
46.0,100.0,0.42,5.69,6.12,0,move_left,94.9,punch
100.0,100.0,8.07,0.54,8.61,0,special,98.8,jump
43.0,73.0,0.67,3.72,4.39,6,punch,93.2,block
100.0,100.0,4.43,4.66,9.09,0,kick,98.8,move_right
100.0,100.0,1.64,8.06,9.7,5,punch,96.7,idle
70.0,91.0,0.88,5.81,6.7,1,block,95.4,idle
100.0,100.0,4.62,4.94,9.55,0,move_left,97.2,move_right
40.0,79.0,1.32,5.04,6.36,0,jump,95.0,punch
73.0,76.0,0.56,4.56,5.12,1,move_right,94.9,kick
25.0,25.0,1.34,7.13,5.8,5,idle,88.7,idle
91.0,70.0,1.56,7.82,9.38,2,punch,92.9,idle
13.0,31.0,1.5,7.1,8.6,3,jump,92.0,idle
13.0,67.0,0.16,8.8,8.96,0,idle,92.0,move_right
1.0,64.0,0.21,7.88,7.67,0,move_left,90.9,move_left
16.0,37.0,1.14,6.71,7.86,3,punch,87.6,block
100.0,100.0,1.15,4.87,6.02,0,idle,99.0,punch
100.0,100.0,3.71,2.66,6.38,2,punch,97.8,idle
22.0,10.0,0.52,7.44,7.96,2,punch,89.2,jump
100.0,100.0,5.46,0.82,6.28,0,idle,99.0,move_right
46.0,94.0,0.12,5.69,5.82,0,move_left,94.4,punch
55.0,49.0,0.99,7.11,8.1,0,punch,94.4,block
67.0,76.0,1.09,4.62,5.71,0,move_left,97.0,block
100.0,100.0,4.07,2.01,6.08,0,punch,98.9,move_right
100.0,100.0,4.45,3.4,7.85,3,move_right,97.6,idle
55.0,79.0,0.69,4.37,5.06,3,move_left,96.0,idle
100.0,100.0,3.31,2.05,5.36,0,punch,97.7,move_right
4.0,25.0,1.32,7.6,8.92,1,punch,91.7,idle
22.0,73.0,0.32,4.97,5.29,0,move_left,91.3,move_right
34.0,43.0,0.49,5.82,6.31,3,idle,92.4,idle
4.0,67.0,0.03,6.27,6.3,0,jump,88.7,kick
28.0,52.0,0.61,8.06,7.45,0,idle,91.2,move_left
73.0,100.0,1.83,4.63,6.46,0,idle,97.2,jump
70.0,43.0,0.43,5.98,6.41,6,move_left,93.9,idle
100.0,100.0,5.56,2.21,7.77,0,kick,98.3,special
58.0,91.0,1.39,5.82,7.21,0,kick,96.4,block
100.0,100.0,2.26,5.63,7.9,0,move_right,95.6,move_right
7.0,40.0,0.88,8.52,9.4,3,punch,88.4,block
10.0,43.0,1.21,8.19,9.4,2,idle,87.8,idle
85.0,79.0,1.34,5.53,6.87,0,idle,95.0,special
100.0,100.0,5.18,3.07,8.25,0,jump,98.3,move_right
64.0,52.0,0.98,7.05,8.03,0,punch,94.0,block
100.0,91.0,2.15,7.55,9.7,0,punch,96.7,move_right
91.0,88.0,1.26,5.46,6.72,2,move_left,95.2,idle
100.0,100.0,3.38,4.98,8.35,0,move_right,98.8,move_right
100.0,100.0,1.02,4.72,5.74,0,move_left,97.6,punch
1.0,55.0,0.51,8.51,8.0,0,move_left,90.1,move_left
43.0,40.0,1.55,4.53,6.08,1,block,93.8,idle
58.0,76.0,0.6,6.92,7.52,2,move_right,94.3,idle
100.0,100.0,4.92,3.62,8.54,0,kick,98.7,jump
100.0,100.0,1.58,4.4,5.98,0,kick,98.7,block
100.0,100.0,1.44,7.62,9.05,0,idle,95.5,punch
67.0,76.0,0.45,7.64,8.09,1,move_right,93.6,idle
34.0,70.0,1.3,5.99,7.29,1,punch,90.9,idle
100.0,100.0,2.18,3.3,5.48,0,punch,98.0,move_right
58.0,100.0,1.36,5.05,6.41,0,kick,95.6,block
100.0,100.0,4.25,5.45,9.7,0,move_left,98.2,jump
10.0,52.0,0.12,7.1,7.22,0,idle,92.2,move_right
79.0,61.0,1.42,6.54,7.96,1,move_right,93.2,jump
37.0,46.0,1.32,8.42,9.74,2,block,91.6,idle
85.0,100.0,0.38,4.97,5.35,0,kick,97.3,special
100.0,100.0,1.35,7.28,8.63,0,move_left,96.6,punch
10.0,73.0,0.67,3.72,4.39,1,kick,92.7,block
100.0,94.0,1.3,5.14,6.43,0,idle,97.7,kick
49.0,64.0,0.6,8.5,9.1,0,move_right,91.9,special
10.0,64.0,0.27,7.07,7.34,0,block,90.2,move_right
40.0,73.0,1.21,5.39,6.6,1,move_left,93.8,idle
100.0,82.0,0.38,5.12,5.5,3,move_left,98.2,punch
55.0,94.0,1.37,4.54,5.91,0,punch,95.1,block
79.0,85.0,1.7,8.3,10.0,0,punch,94.1,move_right
85.0,52.0,0.69,6.6,7.29,3,punch,95.4,block
91.0,94.0,1.87,3.42,5.29,1,idle,97.3,idle
100.0,91.0,1.52,6.71,8.23,1,punch,96.4,idle
94.0,100.0,1.21,7.52,8.73,0,special,96.8,block
94.0,94.0,1.35,6.31,7.66,3,idle,97.4,idle
67.0,1.0,0.29,5.55,5.26,3,punch,89.9,block
40.0,43.0,0.02,8.48,8.5,1,punch,90.2,block
25.0,52.0,0.47,9.43,9.9,0,move_right,90.4,move_right
73.0,55.0,1.16,8.54,9.7,5,punch,94.7,block
28.0,64.0,0.56,6.97,7.54,0,punch,92.3,block
64.0,61.0,0.8,6.75,7.55,1,block,94.0,idle
73.0,94.0,1.22,6.84,8.06,3,kick,93.3,idle
40.0,55.0,1.4,7.95,9.35,1,punch,90.6,idle
37.0,19.0,0.23,8.23,8.01,1,jump,91.9,idle
7.0,67.0,0.03,7.29,7.27,0,idle,91.6,move_left
100.0,94.0,1.32,7.89,9.21,3,kick,95.0,idle
28.0,67.0,0.03,5.23,5.26,0,jump,94.5,move_right
100.0,100.0,5.84,1.29,7.12,0,move_right,98.9,move_right
100.0,100.0,1.51,7.87,9.38,0,jump,95.2,punch
94.0,91.0,1.49,7.88,9.37,3,punch,96.9,move_right
7.0,46.0,0.38,7.22,6.84,0,kick,89.2,block
100.0,100.0,3.47,2.61,6.08,0,kick,98.7,move_right
70.0,85.0,0.06,7.88,7.82,0,move_left,94.5,punch
100.0,100.0,2.96,6.74,9.7,0,move_left,96.3,move_right
28.0,73.0,0.21,5.01,4.8,0,kick,91.9,jump
100.0,100.0,8.28,1.64,9.92,0,block,98.5,move_right
82.0,94.0,0.63,5.37,6.0,0,idle,96.5,jump
94.0,79.0,1.58,7.05,8.63,0,punch,95.2,kick
100.0,100.0,2.65,2.57,5.22,0,punch,98.2,move_right
61.0,58.0,1.74,3.7,5.44,3,move_right,95.2,idle
52.0,52.0,1.8,6.04,7.84,0,idle,92.6,move_right
100.0,76.0,1.84,4.43,6.27,0,block,97.0,jump
100.0,100.0,3.14,3.43,6.57,0,move_left,98.8,move_right
34.0,55.0,0.88,7.69,8.57,1,idle,91.9,idle
82.0,94.0,1.46,7.07,8.53,1,special,96.2,idle
76.0,100.0,0.84,8.56,9.4,0,kick,95.0,block
49.0,76.0,1.08,6.58,7.66,2,move_right,93.3,idle
76.0,94.0,1.53,7.27,8.8,2,jump,94.5,idle
28.0,34.0,0.77,4.94,5.7,3,jump,92.9,idle
43.0,64.0,1.31,6.56,7.88,0,kick,92.7,block
43.0,61.0,0.72,4.98,5.7,3,special,93.7,block
67.0,82.0,1.19,4.77,5.96,2,idle,97.0,idle
91.0,100.0,1.14,8.56,9.7,6,punch,96.7,block
64.0,82.0,0.9,6.92,7.82,3,kick,95.2,block
100.0,100.0,5.48,1.79,7.27,0,idle,98.9,move_right
52.0,100.0,1.45,5.23,6.68,0,idle,94.8,kick
10.0,64.0,0.4,8.14,8.53,0,move_right,88.6,move_right
100.0,94.0,1.69,7.41,9.1,0,jump,95.3,move_right
100.0,100.0,2.0,3.61,5.61,4,kick,97.9,idle
34.0,70.0,0.76,6.97,7.73,3,move_left,93.7,idle
100.0,100.0,2.71,4.95,7.66,0,punch,96.5,jump
52.0,58.0,1.51,6.79,8.3,2,idle,95.0,idle
55.0,46.0,1.93,7.13,9.06,0,move_right,92.6,move_right
31.0,61.0,1.08,7.24,8.32,1,move_left,92.6,idle
25.0,52.0,0.6,7.0,7.6,0,move_right,92.0,move_right
52.0,64.0,0.55,6.01,6.56,1,jump,94.8,idle
10.0,61.0,0.5,9.5,10.0,0,jump,91.4,kick
79.0,85.0,1.59,6.41,8.0,1,jump,95.6,idle
100.0,100.0,6.32,2.68,9.0,0,idle,98.3,move_right
100.0,100.0,4.39,4.36,8.74,0,kick,98.3,move_right
55.0,49.0,0.48,8.32,8.8,3,punch,92.7,block
16.0,37.0,2.04,6.41,8.46,0,idle,86.7,move_right
79.0,91.0,1.36,5.32,6.67,2,idle,95.7,idle
100.0,94.0,1.03,5.63,6.66,3,jump,98.0,idle
16.0,82.0,0.65,6.35,7.0,0,idle,94.3,move_right
25.0,94.0,0.25,7.03,7.28,0,idle,92.7,move_right
25.0,52.0,0.3,8.5,8.8,0,move_right,91.2,move_right
91.0,94.0,1.48,7.9,9.38,0,jump,95.4,kick
58.0,79.0,0.59,8.06,8.65,1,idle,92.6,idle
100.0,94.0,1.16,5.93,7.09,0,kick,96.5,block
94.0,85.0,1.51,7.44,8.95,0,move_left,96.2,punch
61.0,91.0,0.15,5.97,6.12,2,move_left,92.2,idle
58.0,52.0,0.44,7.67,8.11,0,idle,93.4,punch
100.0,100.0,4.82,2.64,7.46,0,move_right,97.8,move_right
55.0,79.0,1.58,3.97,5.55,0,move_left,94.5,special
31.0,58.0,1.34,6.39,7.72,0,kick,93.0,block
70.0,37.0,1.27,8.13,9.4,3,idle,92.1,idle
58.0,58.0,1.39,6.14,7.54,1,punch,94.7,idle
58.0,61.0,1.14,6.11,7.26,3,move_left,91.7,idle
100.0,100.0,7.95,1.37,9.32,0,idle,99.0,move_right
100.0,100.0,1.34,5.23,6.57,0,kick,98.2,block
1.0,70.0,0.29,7.44,7.15,0,jump,91.0,move_left
37.0,28.0,1.01,4.05,5.06,0,block,90.4,block
4.0,82.0,0.01,9.08,9.07,0,block,93.8,move_left
28.0,37.0,1.43,7.66,9.09,1,idle,90.6,idle
100.0,100.0,2.23,4.73,6.96,0,idle,99.0,move_right
100.0,100.0,1.68,6.74,8.42,0,move_right,96.0,move_right
88.0,82.0,0.36,5.81,6.16,3,move_left,96.1,idle
40.0,85.0,1.23,5.15,6.38,0,move_right,94.0,block
85.0,94.0,1.66,7.3,8.96,1,jump,95.2,idle
100.0,100.0,1.86,5.51,7.36,0,move_right,97.3,move_right
7.0,82.0,0.03,5.64,5.61,0,move_left,92.8,move_left
100.0,94.0,1.42,6.32,7.74,0,move_right,96.8,block
10.0,25.0,1.59,5.55,7.14,1,kick,89.8,idle
22.0,73.0,0.14,7.21,7.34,1,block,91.0,idle
40.0,70.0,0.06,7.88,7.82,0,move_right,92.9,kick
91.0,82.0,1.82,4.79,6.6,1,jump,95.8,idle
100.0,100.0,2.74,6.9,9.63,0,punch,96.4,move_right
55.0,67.0,1.59,4.08,5.66,1,idle,96.1,idle
61.0,79.0,0.51,4.85,5.35,0,move_right,94.2,block
22.0,61.0,0.16,8.78,8.93,0,jump,91.7,move_right
85.0,100.0,1.33,5.05,6.38,0,idle,97.7,punch
82.0,94.0,1.24,3.55,4.78,1,move_right,97.7,idle
100.0,100.0,2.25,7.04,9.29,0,jump,96.7,move_right
73.0,67.0,0.43,6.07,6.49,3,kick,95.1,block
79.0,49.0,1.18,8.52,9.7,0,punch,91.3,block
100.0,100.0,3.77,1.86,5.63,3,move_left,98.1,idle
100.0,100.0,4.65,3.98,8.63,0,move_left,98.2,move_right
7.0,58.0,0.3,9.4,9.1,0,punch,87.5,block
52.0,61.0,1.17,7.18,8.35,3,move_right,92.7,idle
43.0,49.0,0.47,4.94,5.4,3,idle,94.9,idle
94.0,100.0,1.33,5.05,6.38,0,punch,98.6,block
52.0,85.0,0.44,7.51,7.94,2,move_left,92.6,idle
91.0,61.0,1.55,8.15,9.7,3,kick,95.0,idle
1.0,55.0,0.3,9.4,9.7,0,move_right,88.9,move_right
16.0,82.0,0.38,7.98,8.35,0,idle,95.6,move_right
16.0,25.0,0.72,6.9,7.62,0,special,91.6,block
70.0,85.0,1.15,5.17,6.32,1,move_right,97.1,idle
49.0,64.0,1.02,6.3,7.32,2,punch,95.3,block
100.0,100.0,4.29,1.97,6.26,0,punch,98.8,move_right
100.0,100.0,4.33,5.24,9.57,0,kick,97.7,move_right
100.0,100.0,1.93,5.87,7.81,0,idle,97.3,move_right
16.0,73.0,0.32,5.87,6.19,0,move_right,90.4,move_right
52.0,70.0,0.45,7.64,7.19,1,idle,92.0,idle
76.0,100.0,1.88,5.97,7.84,1,punch,95.8,idle
76.0,52.0,0.88,4.04,4.92,2,move_left,94.8,idle
94.0,85.0,1.43,4.6,6.04,3,punch,97.7,idle
82.0,94.0,1.68,6.58,8.26,3,move_right,95.4,idle
40.0,55.0,0.45,4.17,3.72,5,block,95.0,idle
43.0,67.0,0.0,6.92,6.92,0,idle,93.4,block
100.0,100.0,1.66,4.12,5.77,0,move_left,98.3,move_right
70.0,61.0,1.62,7.52,9.14,0,kick,94.2,move_right
100.0,94.0,1.89,4.05,5.94,3,move_right,97.9,idle
10.0,61.0,0.03,6.3,6.27,0,punch,93.2,jump
10.0,25.0,1.27,8.43,9.7,0,special,88.4,block
64.0,79.0,1.57,7.83,9.4,3,move_right,95.2,idle
16.0,46.0,0.38,7.22,6.84,2,special,89.5,block
100.0,100.0,1.08,7.04,8.12,0,move_left,95.9,kick
10.0,73.0,0.19,7.96,8.14,0,kick,90.5,block
91.0,76.0,1.22,5.99,7.2,1,kick,94.7,idle
100.0,100.0,4.23,3.05,7.28,0,move_left,98.9,jump
76.0,82.0,2.1,6.01,8.1,0,move_right,93.5,move_right
100.0,100.0,2.27,4.11,6.38,0,punch,98.0,jump
